,id,title,overview,release_date,popularity,vote_average,vote_count,adult
358,51817,,"The Teenage Mutant Ninja Turtles are back in an all-new animated series on Nickelodeon! Surfacing topside for the first time on their fifteenth birthday, the titular turtles, Leonardo, Michelangelo, Raphael and Donatello, find that life out of the sewers isn't exactly what they thought it would be. Now the turtles must work together as a team to take on new enemies that arise to take over New York City.",,135.792,8.3,586,False
359,76331,,Follow the lives of the Roy family as they contemplate their future once their aging father begins to step back from the media and entertainment conglomerate they control.,,373.043,8.265,961,False
360,76331,,Follow the lives of the Roy family as they contemplate their future once their aging father begins to step back from the media and entertainment conglomerate they control.,,373.043,8.265,961,False
361,16946,,"David Attenborough looks at the extraordinary ends to which animals and plants go in order to survive. Featuring epic spectacles, amazing TV firsts and examples of new wildlife behaviour.",,17.093,8.259,322,False
362,1911,,"Dr. Temperance Brennan and her colleagues at the Jeffersonian's Medico-Legal Lab assist Special Agent Seeley Booth with murder investigations when the remains are so badly decomposed, burned or destroyed that the standard identification methods are useless.",,481.067,8.3,2970,False
363,95314,,"A spin-off for Juliana and Valentina from the Spanish soap opera, Amar a Muerte. Story of two girls with many differences such as social status and education, but that didn't stop them from being very good friends who ended up falling in love. With a surprising and nothing morbid interpretation the actresses gave voice and courage to many to express their feelings without fear. A love story that shows us that Love is Love.",,21.079,8.257,274,False
364,61755,,"Fifteen year old Kuroki Tomoko has dated dozens of boys and is easily the most popular girl around-- inside her dating games. In reality, she gets tongue tied just talking to people, and throughout middle school she's only had one actual friend. As she enter high school, she desperately wants to be popular, but doesn't understand that real-life doesn't work like her games. Her artificial successes pave the way to real folly and failure. But why drop this strategy when there's always someone else to blame?!",,22.132,8.256,295,False
365,61611,,"Choi Dal-po, a man whose family was ruined by a news channel, and Choi In-ha, his friend who has the Pinocchio Syndrome forbidding her from speaking lies, become journalists and strive to fight for justice.",,48.089,8.255,601,False
366,136315,,"Carmy, a young fine-dining chef, comes home to Chicago to run his family sandwich shop. As he fights to transform the shop and himself, he works alongside a rough-around-the-edges crew that ultimately reveal themselves as his chosen family.",,301.278,8.3,725,False
367,33880,,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",,96.497,8.255,1910,False
368,87083,,"Drivers, managers and team owners live life in the fast lane - both on and off the track - during one cutthroat season of Formula 1 racing.",,57.151,8.253,403,False
369,71446,,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",,175.467,8.253,18084,False
370,43982,,"A drama about the investigations of AC-12, a controversial police anticorruption unit.",,200.594,8.254,358,False
371,85271,,Wanda Maximoff and Vision—two super-powered beings living idealized suburban lives—begin to suspect that everything is not as it seems.,,459.252,8.25,11541,False
372,61389,,"An orphan known as Tenma becomes one of Athena's 88 warriors known as Saints and finds himself in a war fighting against his best friend Alone who is revealed to be the reincarnation of Athena's biggest enemy, the God Hades.",,40.265,8.25,571,False
373,1416,,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,,1028.374,8.2,9745,False
374,902,,"Bullies often target someone frail and weak—someone exactly like Yûgi Muto. He treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him, the soul of the ""King of Games."" The new personality named Yami Yûgi is the exact opposite of Yûgi. Upon any injustice toward him, Yami Yûgi takes over Yûgi's body and forces the opponent into a ""Shadow Game"".",,85.909,8.2,857,False
375,61456,,"The story revolves around Haruka Nanase, a boy who has always loved to be immersed in water, and to swim in it. Before graduating from elementary school, he participated in a swimming tournament along with his fellow swimming club members, Makoto Tachibana, Nagisa Hazuki, and Rin Matsuoka. After achieving victory, each of the boys went their separate ways. Time passed, and in the middle of their uneventful high school lives Rin appears and challenges Haruka to a match, showing Haruka his overwhelming power. Not wanting it to end like this, Haruka, gathers together Makoto and Nagisa once again and brings a new member named Rei Ryugazaki to create the Iwatobi High School Swimming Club in order to defeat Rin.",,73.2,8.2,212,False
376,12609,,"Long ago in the mountains, a fighting master known as Gohan discovered a strange boy whom he named Goku. Gohan raised him and trained Goku in martial arts until he died. The young and very strong boy was on his own, but easily managed. Then one day, Goku met a teenage girl named Bulma, whose search for the mystical Dragon Balls brought her to Goku's home. Together, they set off to find all seven and to grant her wish.",,14.851,8.2,2887,False
